6.3966666666666665,0.15,0.5166666666666666,0.1027342878068821,6178.980000209807,2.0,0.6,1031.3786,3296.2254000000003,239.02520000000004,22.8046,0.0,34.4412,82.1434,1169.7942,190.55,0.0,149.2922,6.0771999999999995
6.346666666666667,0.36,0.36666666666666664,0.1185264990300017,9188.450200319287,3.8,0.2,1204.7698,5150.3512,434.41940000000005,29.625800000000005,0.0,35.0432,95.455,1814.5194,274.511,0.0,185.0386,6.0771999999999995
6.4300000000000015,0.45999999999999996,0.4,0.13820132150810305,13483.521200132363,3.8,0.4,1411.3234,7205.7014,448.0606000000001,38.2366,0.0,35.0432,131.2188,2198.4136,274.511,47.0446,229.6172,6.0771999999999995
6.51,0.38,0.48,0.13165296504424048,13172.500000190732,2.6,0.4,1016.9792000000001,7747.274,428.6652,38.794000000000004,0.0,0.602,102.76819999999998,2215.1254,91.422,47.0446,116.5394,6.0771999999999995
6.63,0.3,0.54,0.11617904939006837,15432.497800159452,2.4,0.4,1116.5588,8141.9928,537.8682,43.0226,0.0,37.092200000000005,94.84599999999999,2314.2751999999996,93.4238,47.0446,128.821,6.0771999999999995
6.55,0.14,0.5,0.10677043055647965,15062.429199790951,3.4,0.4,2871.8286,7267.895600000001,720.0796,52.1752,46.6072,37.092200000000005,125.4716,2236.6555999999996,320.02559999999994,47.0446,183.1472,0.0
6.95,0.020000000000000007,0.7,0.10461878135373401,13717.48339962959,2.2,0.6,3088.9633999999996,5957.9082,850.1712,45.354,46.6072,36.4902,146.0788,1686.5080000000003,246.55159999999995,47.0446,267.52819999999997,0.0
7.1,-0.18,0.75,0.09476255297994103,10327.055200004577,2.2,0.4,2965.2828,4162.259,1143.6653999999999,36.7432,46.6072,36.4902,125.11560000000001,1336.1508000000001,246.55159999999995,13.2954,230.60880000000003,0.0
7.26,-0.13999999999999999,0.75,0.08860198482260376,9409.661800003052,3.4,0.4,3324.0643999999993,3431.0358000000006,1313.3536,34.528,56.8424,36.4902,159.3268,687.8699999999999,283.2278,19.153399999999998,265.9968,0.0
7.06,-0.13999999999999999,0.5900000000000001,0.08038850517133146,9356.013000535964,3.2,0.2,3355.3023999999996,3262.8386,1391.6132,135.64939999999999,103.7906,18.477600000000002,171.8584,1508.8072000000002,596.6892,19.153399999999998,333.71819999999997,0.0
7.08,0.04666666666666667,0.6033333333333333,0.08163222297155213,12643.017400598526,3.0,0.2,2065.6531999999997,4473.5032,1459.2078,167.3716,57.183400000000006,36.5738,234.9764,2092.0174,370.0874,19.153399999999998,341.649,0.0
6.76,-0.2333333333333333,0.4033333333333333,0.07783935549286643,15258.860000801087,3.0,0.0,2139.42,6816.9812,1392.4482,182.6184,57.183400000000006,36.5738,243.83800000000002,2628.288,363.4168,19.153399999999998,258.07599999999996,0.0
6.5,-0.09333333333333332,0.3333333333333333,0.09335862363002319,16830.09940061569,3.4,0.2,2448.1128,7653.605799999999,1394.3582000000001,182.6184,57.183400000000006,36.5738,264.3976,3011.9904,395.065,5.858,276.1552,0.0
